age,gender,education,country,ethnicity,extraversion,openness
1.09449,-0.48246,-0.05921,0.96082,-0.50212,0.00332,-0.58331
0.49788,0.48246,0.45468,0.96082,-0.50212,0.47617,-0.17779
1.09449,0.48246,0.45468,0.96082,-0.31685,0.47617,0.29338
-0.07854,-0.48246,-0.05921,0.96082,-0.31685,-0.94779,-1.68062
-0.07854,0.48246,0.45468,0.96082,-0.31685,0.32197,0.29338
-0.95197,-0.48246,-1.22751,0.24923,-0.31685,0.32197,0.14143
0.49788,0.48246,0.45468,0.96082,-0.31685,2.32338,1.65653
-0.95197,0.48246,-0.61113,0.96082,-0.31685,0.96248,-1.11902
1.09449,-0.48246,0.45468,0.96082,-0.31685,-1.76250,0.72330
1.82213,0.48246,1.16365,0.96082,-0.31685,1.28610,0.88309
2.59171,-0.48246,-0.05921,0.96082,-0.31685,0.16767,0.29338
1.09449,0.48246,1.16365,0.96082,-0.31685,0.00332,-0.71727
-0.07854,0.48246,0.45468,0.96082,-0.31685,-0.57545,-1.68062
-0.07854,-0.48246,1.16365,-0.28519,-0.31685,-0.94779,0.58331
1.09449,0.48246,-0.05921,0.96082,-0.31685,-0.43999,0.72330
0.49788,-0.48246,0.45468,0.96082,-0.31685,1.11406,-0.31776
0.49788,-0.48246,-1.73790,-0.28519,-0.31685,-0.57545,-1.11902
0.49788,0.48246,1.16365,-0.28519,-0.31685,0.16767,-0.17779
1.09449,0.48246,0.45468,0.96082,-0.31685,-0.30033,-0.45174
1.09449,0.48246,0.45468,0.96082,-1.10702,0.16767,-0.97631
-0.07854,-0.48246,-0.05921,0.96082,-0.31685,-0.43999,-2.39883
1.09449,-0.48246,-1.22751,0.96082,-0.31685,0.47617,-1.11902
-0.07854,-0.48246,0.45468,0.96082,-1.10702,0.32197,-0.58331
0.49788,-0.48246,-0.05921,0.96082,-0.31685,-0.30033,0.14143
-0.07854,-0.48246,1.98437,0.96082,-0.31685,0.32197,-0.17779
0.49788,0.48246,-0.61113,0.96082,-0.31685,-0.43999,0.29338
-0.07854,0.48246,0.45468,0.96082,-0.31685,0.00332,0.14143
0.49788,0.48246,-1.43719,0.96082,-0.31685,0.32197,-0.58331
-0.07854,0.48246,-0.05921,0.96082,-0.31685,-0.15487,-2.21069
-0.07854,-0.48246,-0.05921,0.96082,-0.31685,0.63779,-0.17779
0.49788,-0.48246,0.45468,0.96082,-0.31685,1.28610,-0.45174
0.49788,0.48246,0.45468,0.96082,-0.31685,0.63779,-0.97631
1.09449,-0.48246,-0.05921,0.96082,-0.31685,0.47617,-0.84732
-0.07854,0.48246,1.16365,0.96082,-0.31685,0.32197,0.29338
1.09449,-0.48246,1.16365,0.96082,-0.31685,1.28610,1.43533
-0.07854,0.48246,-1.22751,0.96082,-0.31685,-0.15487,-1.97495
1.09449,-0.48246,-1.73790,0.96082,-0.31685,-1.09207,-0.45174
-0.95197,-0.48246,-0.61113,0.96082,-0.31685,-0.69509,-0.31776
-0.95197,-0.48246,0.45468,0.96082,-0.31685,0.63779,-0.31776
1.09449,-0.48246,-1.43719,0.96082,-0.31685,-0.15487,-0.17779
-0.95197,0.48246,-2.43591,0.96082,-0.31685,1.58487,1.88511
1.09449,0.48246,0.45468,0.96082,-0.31685,-0.94779,1.65653
0.49788,-0.48246,-1.43719,0.96082,0.11440,-0.15487,-0.31776
-0.07854,-0.48246,0.45468,0.96082,-0.31685,0.16767,0.58331
0.49788,0.48246,-0.05921,-0.57009,-0.31685,0.80523,0.72330
1.09449,-0.48246,-1.22751,0.96082,-0.31685,-1.37639,0.44585
0.49788,0.48246,-0.61113,-0.28519,-0.31685,-1.50796,0.29338
-0.07854,0.48246,0.45468,0.96082,-0.31685,1.11406,-0.97631
0.49788,-0.48246,-0.61113,0.96082,-0.31685,-0.15487,0.72330
0.49788,0.48246,-0.61113,0.96082,-0.31685,0.32197,-1.11902
-0.95197,-0.48246,-1.22751,0.96082,-0.31685,-1.09207,-0.58331
-0.95197,-0.48246,-0.61113,0.96082,-0.31685,-0.69509,0.29338
-0.07854,-0.48246,-0.61113,0.96082,-0.31685,0.96248,0.14143
-0.07854,0.48246,1.98437,0.96082,-0.31685,0.00332,1.06238
-0.07854,-0.48246,0.45468,0.96082,-0.31685,0.16767,-0.17779
-0.95197,-0.48246,-1.22751,0.96082,-0.31685,0.80523,-0.01928
-0.07854,-0.48246,-0.61113,0.96082,-0.31685,-1.76250,-1.42424
0.49788,-0.48246,-0.05921,0.96082,-0.31685,-0.15487,-0.01928
0.49788,0.48246,0.45468,0.96082,0.12600,0.80523,-0.71727
1.09449,0.48246,1.98437,-0.57009,-0.31685,0.00332,1.65653
0.49788,-0.48246,0.45468,0.96082,-0.31685,-0.30033,0.14143
1.09449,-0.48246,-1.73790,0.96082,-0.31685,0.00332,-0.31776
0.49788,-0.48246,0.45468,-0.28519,-0.31685,-0.80615,-0.17779
-0.07854,0.48246,-1.22751,0.96082,-0.31685,-0.15487,-2.09015
-0.07854,-0.48246,-2.43591,0.96082,-0.31685,-0.94779,-1.42424
-0.07854,0.48246,-1.22751,0.96082,-0.31685,0.32197,-0.97631
-0.07854,-0.48246,0.45468,0.96082,-0.31685,-0.30033,-1.68062
1.09449,0.48246,-1.73790,0.96082,-0.31685,1.93886,-1.11902
-0.95197,0.48246,0.45468,0.96082,-0.31685,0.96248,-1.55521
-0.07854,0.48246,0.45468,0.96082,-0.31685,0.47617,-1.11902
1.82213,-0.48246,-0.61113,-0.57009,-0.31685,-0.30033,1.06238
1.09449,-0.48246,-1.73790,0.96082,-0.31685,0.47617,0.29338
-0.07854,0.48246,0.45468,-0.57009,-0.31685,-0.43999,-0.84732
-0.95197,0.48246,-0.61113,-0.57009,-0.31685,-0.30033,0.29338
0.49788,0.48246,0.45468,0.96082,-0.31685,0.47617,-0.58331
-0.95197,0.48246,-0.61113,0.96082,-0.31685,1.45421,-2.09015
-0.07854,0.48246,1.16365,0.96082,-0.31685,0.00332,0.29338
0.49788,-0.48246,-1.73790,0.96082,-0.31685,0.63779,-0.71727
1.09449,0.48246,-0.05921,0.96082,-0.31685,0.80523,0.58331
1.09449,0.48246,0.45468,0.96082,-0.31685,-0.94779,-0.58331
-0.07854,0.48246,0.45468,0.96082,-0.31685,-1.09207,0.44585
-0.07854,-0.48246,1.16365,0.96082,-0.31685,-0.15487,-0.84732
-0.95197,0.48246,-0.61113,0.96082,-0.31685,1.45421,1.06238
-0.95197,-0.48246,0.45468,0.96082,-0.31685,0.63779,0.44585
-0.95197,0.48246,0.45468,0.96082,-0.31685,-0.15487,-0.84732
-0.95197,0.48246,1.16365,0.96082,-0.31685,0.80523,-0.84732
0.49788,0.48246,0.45468,0.96082,-0.31685,-0.15487,0.14143
-0.07854,-0.48246,0.45468,0.96082,-0.31685,-1.76250,-0.31776
1.09449,-0.48246,1.98437,0.96082,-0.31685,-0.57545,0.88309
-0.95197,0.48246,0.45468,0.96082,-0.31685,-0.80615,0.72330
0.49788,-0.48246,0.45468,0.96082,-0.31685,-0.43999,0.29338
0.49788,0.48246,1.16365,0.96082,-0.31685,-0.57545,0.14143
-0.95197,0.48246,0.45468,0.96082,-0.31685,0.00332,0.14143
-0.07854,-0.48246,1.16365,0.96082,-0.31685,1.28610,1.88511
-0.95197,0.48246,0.45468,0.96082,-0.31685,-1.37639,1.24033
-0.95197,-0.48246,-0.61113,0.96082,-0.31685,-1.37639,-2.63199
0.49788,-0.48246,-0.61113,0.96082,-0.31685,0.47617,1.43533
1.09449,-0.48246,-1.22751,0.96082,-0.31685,-0.94779,-0.58331
-0.95197,0.48246,0.45468,0.96082,-0.31685,-0.80615,1.06238
-0.95197,0.48246,1.16365,0.96082,-0.31685,-1.09207,-0.01928
-0.95197,0.48246,0.45468,0.96082,-0.50212,0.63779,1.06238
1.09449,-0.48246,0.45468,0.96082,-0.31685,0.00332,1.24033
0.49788,-0.48246,0.45468,0.96082,-0.31685,0.16767,-0.71727
-0.07854,-0.48246,0.45468,0.96082,-0.31685,1.74091,1.43533
1.09449,0.48246,-1.73790,-0.57009,-0.31685,-1.63340,-1.42424
-0.95197,0.48246,0.45468,0.96082,-0.31685,0.80523,0.29338
-0.95197,-0.48246,1.16365,0.96082,-0.22166,2.57309,1.06238
-0.95197,0.48246,-2.43591,0.96082,-0.31685,0.00332,-0.17779
0.49788,0.48246,-0.61113,-0.57009,-0.31685,0.00332,-0.45174
1.82213,0.48246,0.45468,0.96082,0.12600,0.96248,0.14143
1.09449,0.48246,0.45468,-0.57009,-0.31685,0.96248,-0.45174
0.49788,-0.48246,0.45468,0.96082,-0.31685,-0.94779,0.58331
0.49788,0.48246,-0.05921,0.96082,-0.31685,-0.69509,-0.71727
-0.07854,0.48246,0.45468,0.96082,-0.31685,0.80523,-0.31776
-0.07854,0.48246,1.16365,-0.09765,-0.31685,-0.43999,1.43533
-0.95197,-0.48246,-0.61113,-0.57009,-0.31685,-0.80615,-0.17779
0.49788,0.48246,0.45468,-0.09765,-0.31685,0.16767,0.29338
0.49788,-0.48246,-0.61113,0.96082,-0.31685,-0.15487,0.29338
-0.07854,0.48246,0.45468,0.96082,-0.31685,0.47617,1.43533
0.49788,0.48246,-1.73790,0.96082,-0.31685,0.96248,-0.58331
1.09449,0.48246,-1.73790,0.96082,-0.31685,0.32197,-1.55521
-0.07854,-0.48246,-1.22751,-0.28519,-0.31685,-1.63340,1.06238
0.49788,0.48246,-1.22751,-0.57009,-0.31685,-1.76250,1.24033
-0.07854,-0.48246,-1.73790,0.96082,-0.31685,-1.37639,0.14143
-0.95197,-0.48246,-2.43591,0.96082,-0.31685,-1.37639,0.29338
-0.95197,-0.48246,-0.61113,0.96082,-0.31685,1.11406,0.88309
1.09449,0.48246,-0.05921,0.96082,-0.31685,0.80523,0.44585
-0.95197,-0.48246,-1.22751,0.96082,-0.31685,0.47617,0.44585
-0.95197,-0.48246,-0.05921,0.96082,-0.31685,-0.57545,0.88309
-0.95197,-0.48246,-0.61113,0.96082,-0.31685,-1.63340,0.88309
-0.95197,-0.48246,-0.05921,-0.28519,0.11440,-0.43999,0.44585
1.82213,-0.48246,-0.61113,-0.57009,-0.31685,0.16767,0.58331
-0.07854,-0.48246,1.16365,0.96082,-0.31685,1.28610,2.90161
-0.07854,-0.48246,-1.73790,-0.28519,-0.31685,-0.57545,0.88309
1.82213,0.48246,-0.61113,0.96082,-0.31685,-0.69509,1.43533
0.49788,0.48246,-0.05921,0.21128,-0.31685,0.47617,-0.84732
-0.07854,0.48246,-0.05921,0.96082,-0.31685,-0.15487,-1.42424
-0.95197,-0.48246,-0.61113,-0.57009,-0.31685,0.63779,-0.31776
1.82213,0.48246,-0.05921,0.24923,-0.31685,-0.30033,-0.31776
0.49788,-0.48246,-1.73790,0.96082,-0.31685,0.00332,-0.31776
1.09449,-0.48246,-0.05921,-0.28519,-0.31685,0.47617,0.29338
0.49788,-0.48246,0.45468,0.96082,-0.31685,0.63779,0.88309
-0.07854,-0.48246,0.45468,0.96082,-0.31685,-0.30033,-0.97631
0.49788,-0.48246,-1.73790,0.96082,-0.31685,-1.09207,-1.11902
0.49788,0.48246,1.16365,-0.28519,-0.31685,1.11406,-0.31776
0.49788,-0.48246,0.45468,0.96082,-0.31685,0.96248,-0.58331
1.09449,0.48246,1.16365,0.96082,-0.31685,0.47617,-0.17779
-0.95197,-0.48246,-0.61113,0.96082,-0.31685,0.47617,0.58331
1.82213,-0.48246,-1.73790,-0.57009,-0.31685,-0.30033,-0.17779
0.49788,-0.48246,-1.73790,0.96082,-0.31685,-0.30033,-1.55521
-0.95197,0.48246,-1.43719,-0.57009,-0.31685,1.93886,0.44585
0.49788,0.48246,-1.73790,0.96082,-0.31685,0.16767,-0.71727
-0.07854,0.48246,1.16365,0.96082,-0.31685,-0.15487,0.29338
-0.07854,-0.48246,-0.05921,-0.28519,-0.31685,-0.57545,0.14143
-0.07854,-0.48246,1.16365,0.96082,-0.31685,0.32197,-1.27553
0.49788,0.48246,0.45468,0.96082,-0.31685,-0.30033,-0.97631
1.09449,0.48246,-1.73790,-0.09765,-0.31685,-0.30033,-0.84732
-0.95197,-0.48246,-0.61113,-0.57009,-0.31685,0.32197,-0.01928
-0.95197,-0.48246,-0.61113,0.96082,-0.31685,0.47617,-0.17779
0.49788,0.48246,-2.43591,0.96082,-0.31685,-0.80615,-1.82919
1.09449,0.48246,0.45468,-0.09765,-0.31685,0.63779,1.06238
1.82213,-0.48246,-1.22751,0.96082,-0.31685,0.47617,-1.11902
-0.95197,-0.48246,-0.05921,0.96082,-0.31685,-1.37639,-0.31776
0.49788,-0.48246,1.98437,0.96082,-0.31685,-0.15487,-0.17779
-0.07854,0.48246,-0.05921,0.96082,-0.31685,1.11406,-0.01928
1.82213,-0.48246,0.45468,0.96082,-0.31685,0.00332,0.58331
1.09449,-0.48246,0.45468,0.96082,-0.31685,-1.50796,-0.71727
-0.95197,0.48246,0.45468,0.96082,-0.31685,0.16767,-0.71727
-0.07854,-0.48246,1.16365,0.96082,-0.31685,-0.15487,-0.71727
0.49788,0.48246,1.16365,0.96082,-0.31685,2.32338,-0.45174
-0.07854,0.48246,0.45468,-0.57009,-0.31685,0.00332,0.88309
-0.95197,0.48246,0.45468,0.96082,-0.31685,0.80523,-0.97631
1.09449,0.48246,-0.61113,0.96082,-0.50212,-0.30033,-1.27553
0.49788,0.48246,0.45468,0.96082,-0.31685,-0.30033,-0.01928
1.09449,-0.48246,1.16365,0.96082,-0.31685,1.28610,-0.17779
1.09449,0.48246,0.45468,0.96082,-0.31685,0.32197,-0.17779
1.09449,0.48246,0.45468,-0.28519,-1.10702,0.80523,-0.01928
0.49788,-0.48246,-1.43719,0.96082,-0.31685,0.80523,0.88309
-0.07854,0.48246,0.45468,0.96082,-0.31685,0.63779,-0.97631
-0.95197,0.48246,-1.73790,0.96082,-0.31685,-0.57545,-0.71727
0.49788,0.48246,-0.05921,0.96082,-0.31685,0.16767,-0.45174
1.09449,0.48246,-0.61113,-0.57009,-0.31685,-0.43999,0.88309
-0.07854,0.48246,1.16365,0.96082,-0.31685,-0.69509,-0.97631
-0.95197,-0.48246,0.45468,0.96082,-0.31685,-0.43999,0.14143
-0.07854,0.48246,1.16365,-0.28519,-0.31685,1.11406,0.14143
-0.95197,0.48246,0.45468,0.96082,-0.31685,-0.43999,-1.42424
0.49788,0.48246,1.16365,0.96082,-0.31685,1.28610,0.14143
-0.95197,0.48246,1.16365,0.96082,-0.31685,-1.50796,-0.17779
-0.07854,0.48246,1.16365,-0.28519,-0.22166,-1.92173,-0.45174
-0.07854,0.48246,1.98437,0.96082,-0.31685,0.47617,-0.45174
1.09449,0.48246,1.16365,0.96082,-0.31685,-0.94779,-1.11902
-0.95197,0.48246,0.45468,0.96082,-0.31685,-0.30033,0.29338
-0.07854,0.48246,0.45468,0.96082,-0.31685,0.96248,-0.17779
-0.95197,0.48246,0.45468,0.96082,-0.31685,-0.15487,-0.58331
1.09449,0.48246,0.45468,0.96082,-0.31685,0.00332,0.44585
-0.95197,0.48246,0.45468,0.96082,-0.31685,0.16767,-0.71727
0.49788,0.48246,0.45468,0.96082,-0.31685,0.63779,0.44585
0.49788,0.48246,1.16365,0.96082,0.11440,0.47617,-1.55521
-0.07854,0.48246,1.16365,0.96082,-0.31685,0.32197,-0.58331
1.09449,0.48246,-0.61113,0.96082,-0.31685,-0.43999,-0.01928
1.09449,0.48246,1.16365,0.96082,-0.31685,-0.80615,0.14143
-0.95197,0.48246,0.45468,0.96082,-0.31685,1.11406,-0.97631
-0.95197,-0.48246,0.45468,0.96082,-0.31685,0.63779,1.24033
0.49788,-0.48246,1.16365,0.96082,-0.31685,-0.80615,-0.17779
0.49788,0.48246,1.98437,0.96082,-0.31685,0.80523,-0.17779
0.49788,0.48246,-0.05921,-0.09765,-0.31685,1.11406,-1.11902
-0.95197,0.48246,1.16365,0.96082,-0.31685,1.93886,-0.17779
0.49788,-0.48246,-0.05921,0.96082,-0.31685,-1.23177,-1.68062
1.82213,0.48246,-0.61113,-0.57009,-0.31685,0.96248,0.44585
0.49788,0.48246,0.45468,0.96082,-0.31685,-1.50796,-1.82919
0.49788,-0.48246,-1.73790,0.96082,-0.31685,0.80523,-1.55521
-0.07854,0.48246,1.16365,0.96082,0.11440,0.32197,0.14143
-0.07854,0.48246,0.45468,0.96082,-0.31685,0.80523,-0.71727
1.09449,0.48246,1.16365,0.96082,-0.31685,-0.15487,0.29338
-0.95197,0.48246,1.16365,0.96082,-0.31685,0.80523,0.58331
0.49788,0.48246,-0.61113,0.96082,-0.31685,0.00332,-1.11902
-0.95197,-0.48246,-0.61113,0.96082,-0.31685,1.58487,0.44585
0.49788,0.48246,-0.05921,0.96082,-0.31685,1.28610,1.65653
-0.95197,0.48246,-0.61113,-0.57009,-0.31685,0.00332,-0.58331
-0.07854,-0.48246,0.45468,0.96082,-0.31685,0.16767,-0.31776
-0.95197,-0.48246,-0.05921,0.96082,-0.31685,-0.57545,1.24033
-0.95197,-0.48246,-0.61113,0.96082,-0.31685,0.32197,-0.31776
-0.07854,0.48246,-1.73790,0.96082,-0.31685,1.58487,0.44585
1.82213,0.48246,-0.61113,-0.57009,-0.31685,-0.15487,0.29338
0.49788,-0.48246,-2.43591,0.96082,-0.31685,0.00332,-0.58331
0.49788,0.48246,0.45468,0.96082,-0.31685,-0.43999,-0.31776
0.49788,0.48246,-0.05921,-0.57009,-0.31685,0.96248,0.14143
-0.07854,-0.48246,-0.05921,-0.28519,-0.22166,0.96248,-0.01928
0.49788,-0.48246,-1.73790,0.96082,-0.31685,-0.57545,-0.58331
1.09449,-0.48246,-0.05921,-0.28519,-0.31685,0.16767,-0.45174
-0.95197,-0.48246,-1.73790,0.96082,-0.31685,0.80523,0.72330
1.82213,0.48246,-0.05921,0.24923,-0.31685,-0.43999,-0.31776
1.09449,0.48246,-0.05921,-0.57009,-0.31685,0.16767,-0.58331
-0.95197,-0.48246,-0.61113,0.96082,-0.31685,-0.15487,0.29338
1.09449,0.48246,1.16365,0.96082,-0.31685,-0.57545,-0.58331
-0.95197,-0.48246,-0.61113,-0.57009,-0.31685,1.11406,0.72330
-0.95197,-0.48246,-0.61113,-0.57009,-0.31685,-1.63340,-1.11902
-0.95197,-0.48246,-0.61113,-0.57009,-0.31685,-0.94779,0.72330
-0.07854,-0.48246,0.45468,-0.57009,-0.31685,-0.80615,-0.45174
0.49788,0.48246,-0.61113,-0.57009,-0.31685,0.32197,0.29338
1.82213,0.48246,1.16365,-0.57009,-0.31685,1.11406,1.88511
-0.95197,-0.48246,0.45468,0.96082,-0.31685,0.00332,-1.11902
1.09449,-0.48246,-0.61113,-0.57009,-0.31685,0.00332,0.88309
-0.07854,-0.48246,0.45468,0.96082,-0.31685,1.28610,1.24033
1.82213,0.48246,-0.05921,0.24923,-0.31685,-0.80615,-1.42424
-0.07854,-0.48246,-0.61113,0.96082,-0.31685,0.96248,0.88309
-0.07854,-0.48246,0.45468,0.96082,-0.31685,0.32197,-0.58331
0.49788,-0.48246,0.45468,0.96082,-0.31685,0.16767,-0.17779
-0.07854,0.48246,1.16365,0.96082,-0.31685,-0.30033,-0.31776
-0.07854,0.48246,-2.43591,-0.57009,-0.31685,0.63779,-0.71727
0.49788,0.48246,1.16365,0.96082,-0.31685,-0.15487,-0.45174
1.09449,0.48246,-0.61113,-0.57009,-0.31685,0.16767,-0.17779
1.09449,-0.48246,-0.05921,0.21128,-0.31685,1.28610,-0.31776
-0.07854,0.48246,0.45468,0.96082,-0.31685,1.11406,0.88309
1.82213,-0.48246,1.16365,0.96082,-0.31685,-0.94779,0.72330
-0.95197,-0.48246,-1.22751,0.96082,-0.31685,-1.37639,-0.45174
0.49788,-0.48246,1.16365,0.96082,-0.31685,0.63779,-0.17779
0.49788,0.48246,1.16365,0.96082,-0.31685,0.47617,-0.31776
1.09449,0.48246,1.16365,0.96082,-0.31685,0.00332,-0.45174
0.49788,0.48246,1.98437,0.96082,-0.31685,0.00332,-1.27553
0.49788,0.48246,-0.05921,0.96082,-0.31685,-0.57545,-0.58331
0.49788,-0.48246,0.45468,0.96082,-0.31685,-0.43999,-0.84732
0.49788,-0.48246,1.98437,0.96082,-0.31685,-0.94779,-1.55521
-0.07854,0.48246,1.98437,0.96082,-0.31685,-1.09207,-1.27553
1.09449,0.48246,1.98437,0.96082,-0.22166,0.47617,0.58331
0.49788,0.48246,1.98437,0.96082,-0.31685,-0.30033,1.65653
-0.95197,0.48246,0.45468,0.96082,-0.31685,-0.15487,-0.31776
-0.95197,0.48246,0.45468,0.96082,-0.31685,-0.43999,-1.27553
-0.07854,0.48246,1.16365,0.96082,-0.31685,1.74091,0.44585
0.49788,0.48246,1.98437,0.96082,-0.31685,0.16767,-0.01928
0.49788,-0.48246,0.45468,0.96082,-0.31685,-0.30033,-0.17779
1.09449,0.48246,0.45468,0.96082,-0.31685,0.32197,-0.45174
0.49788,0.48246,-0.05921,0.24923,-0.31685,0.16767,-0.97631
-0.95197,0.48246,0.45468,0.96082,-0.31685,-0.57545,-1.42424
-0.07854,-0.48246,-1.73790,0.96082,-0.31685,1.74091,0.88309
1.09449,-0.48246,0.45468,0.96082,-0.31685,-0.69509,0.44585
0.49788,-0.48246,1.16365,0.96082,-0.31685,0.96248,0.88309
-0.07854,0.48246,1.16365,0.96082,-1.10702,0.63779,-0.31776
-0.07854,-0.48246,-0.61113,0.96082,-0.31685,-0.30033,-1.68062
1.09449,-0.48246,0.45468,0.96082,-0.31685,-0.30033,-0.31776
-0.95197,0.48246,0.45468,0.96082,-0.31685,-0.15487,-0.31776
-0.95197,-0.48246,-0.61113,-0.57009,-0.31685,1.45421,1.06238
0.49788,0.48246,1.16365,-0.57009,-0.31685,0.16767,1.06238
-0.07854,0.48246,0.45468,0.96082,-0.31685,0.80523,-1.27553
1.09449,0.48246,1.16365,0.96082,-0.31685,2.12700,2.44904
-0.07854,-0.48246,1.16365,0.96082,-0.31685,0.47617,0.44585
-0.95197,-0.48246,-0.61113,-0.09765,-0.31685,1.28610,1.24033
-0.95197,-0.48246,-0.61113,-0.57009,-0.31685,0.63779,-0.01928
0.49788,0.48246,-1.73790,0.96082,-0.31685,0.96248,-0.71727
-0.07854,-0.48246,1.16365,-0.28519,0.11440,1.74091,-0.45174
1.09449,-0.48246,-0.61113,0.24923,-0.31685,-0.57545,0.29338
1.09449,-0.48246,-0.05921,0.96082,-0.31685,-1.37639,1.43533
-0.95197,-0.48246,1.16365,0.96082,-0.31685,0.16767,0.44585
-0.07854,-0.48246,1.98437,0.21128,-0.31685,1.45421,1.88511
-0.07854,0.48246,1.16365,0.96082,-1.10702,0.47617,-0.01928
-0.95197,0.48246,0.45468,0.96082,-0.31685,-1.09207,-0.71727
-0.07854,0.48246,0.45468,0.96082,-0.31685,0.16767,0.29338
-0.07854,0.48246,1.98437,0.96082,-0.31685,-1.23177,-0.31776
-0.95197,-0.48246,0.45468,0.96082,-0.31685,-0.43999,0.58331
-0.07854,0.48246,1.98437,0.96082,-0.31685,-0.43999,0.14143
-0.95197,-0.48246,-1.22751,0.96082,-0.31685,-0.30033,0.14143
0.49788,-0.48246,-0.61113,0.96082,-0.31685,-0.69509,1.24033
1.09449,-0.48246,0.45468,0.96082,-0.31685,2.12700,0.14143
-0.07854,-0.48246,-0.61113,0.96082,-0.31685,0.96248,0.44585
-0.95197,-0.48246,-0.05921,0.96082,-0.31685,0.16767,-0.45174
0.49788,-0.48246,-0.05921,0.96082,-0.31685,0.80523,-0.01928
-0.95197,-0.48246,0.45468,0.96082,-0.31685,0.00332,1.43533
-0.95197,0.48246,-0.61113,0.96082,-0.31685,1.11406,0.44585
-0.95197,0.48246,1.16365,0.96082,-0.50212,-0.69509,-0.58331
0.49788,-0.48246,-0.05921,0.96082,-0.31685,-0.30033,-0.71727
-0.95197,-0.48246,-0.05921,0.96082,-0.31685,0.00332,-1.68062
-0.07854,-0.48246,0.45468,0.96082,-0.31685,-0.30033,0.44585
-0.95197,-0.48246,-0.61113,0.96082,-0.31685,-2.11437,-0.31776
-0.95197,0.48246,-0.61113,0.96082,-0.31685,-0.30033,-0.58331
1.09449,-0.48246,1.98437,0.96082,-0.31685,-0.80615,-0.17779
0.49788,-0.48246,-0.61113,0.96082,-0.31685,0.00332,-1.27553
-0.07854,-0.48246,1.16365,0.96082,-0.31685,-1.76250,0.44585
0.49788,0.48246,0.45468,0.96082,-0.31685,-0.15487,-0.45174
0.49788,0.48246,-0.05921,0.96082,-0.31685,-0.69509,1.24033
-0.07854,-0.48246,0.45468,-0.09765,-0.31685,0.16767,0.72330
-0.95197,0.48246,-0.61113,0.24923,-0.31685,0.96248,1.43533
1.09449,0.48246,-2.43591,-0.09765,-0.31685,0.63779,-0.97631
0.49788,-0.48246,-0.61113,-0.57009,-0.31685,1.11406,-0.31776
1.82213,0.48246,1.16365,0.96082,-0.31685,-0.69509,-0.45174
1.82213,-0.48246,-0.61113,0.96082,-0.31685,-0.69509,-1.42424
-0.07854,0.48246,0.45468,0.96082,-0.31685,-0.15487,-0.97631
1.09449,0.48246,1.16365,0.96082,-0.31685,-0.69509,-0.31776
0.49788,-0.48246,1.16365,0.96082,-0.31685,-0.30033,0.14143
0.49788,-0.48246,-0.05921,0.96082,-0.31685,-0.57545,-0.45174
0.49788,0.48246,1.16365,0.96082,-0.31685,-0.43999,-0.01928
1.82213,-0.48246,0.45468,0.96082,-0.31685,0.32197,0.44585
1.09449,0.48246,0.45468,0.24923,0.11440,-0.30033,1.06238
0.49788,-0.48246,0.45468,-0.57009,-0.31685,-0.94779,0.88309
1.82213,-0.48246,-0.61113,0.96082,-0.31685,-1.09207,-0.71727
0.49788,0.48246,-0.61113,-0.28519,-0.31685,0.16767,0.44585
1.09449,-0.48246,-2.43591,0.96082,-0.31685,1.11406,0.44585
0.49788,0.48246,0.45468,0.96082,-0.31685,0.63779,0.58331
1.82213,-0.48246,0.45468,0.96082,-0.31685,0.80523,-0.17779
0.49788,-0.48246,-0.61113,-0.57009,-0.31685,-0.30033,-0.58331
-0.95197,-0.48246,-0.61113,0.96082,-0.31685,0.32197,1.06238
-0.95197,0.48246,0.45468,0.96082,-0.31685,-0.94779,-1.42424
-0.07854,-0.48246,0.45468,0.96082,-0.31685,1.93886,0.29338
-0.95197,-0.48246,-0.61113,0.96082,-0.31685,-0.57545,-0.45174
-0.95197,-0.48246,-0.05921,0.96082,-0.31685,-0.30033,-0.71727
-0.95197,-0.48246,0.45468,0.96082,-0.31685,0.16767,0.58331
-0.95197,-0.48246,-0.61113,-0.57009,-0.31685,-0.15487,-0.84732
-0.07854,0.48246,1.16365,0.96082,-0.31685,0.32197,0.72330
-0.95197,-0.48246,0.45468,-0.57009,-0.31685,0.80523,0.88309
-0.95197,-0.48246,-0.05921,0.96082,-0.31685,1.11406,0.44585
-0.95197,0.48246,-0.61113,-0.57009,-0.31685,0.47617,1.06238
-0.95197,-0.48246,-0.61113,0.96082,-0.31685,-1.50796,-1.27553
0.49788,-0.48246,0.45468,-0.57009,-0.31685,-0.80615,-0.31776
-0.95197,-0.48246,-1.73790,-0.28519,-0.31685,-1.23177,-0.71727
1.82213,-0.48246,0.45468,0.96082,-0.31685,-0.94779,-0.71727
0.49788,-0.48246,-0.61113,0.96082,-0.31685,0.80523,0.88309
0.49788,0.48246,-0.05921,0.96082,-0.31685,-0.69509,0.29338
1.82213,-0.48246,-0.05921,0.96082,-0.31685,-0.30033,-0.01928
-0.07854,0.48246,0.45468,0.96082,-0.31685,1.45421,0.29338
0.49788,0.48246,-0.61113,0.96082,-0.31685,-0.57545,0.72330
-0.07854,0.48246,1.16365,0.96082,-0.31685,0.63779,0.72330
-0.95197,-0.48246,-0.05921,0.96082,-0.31685,-0.94779,0.72330
